BCR,CD40,IL21_4,STAT,Syk,PI3K,BTK,CBM,TRAF6,NEMO_IKK,RelA_p50,IRF4,RAF,Erk,BCL6,Blimp1,cMyc,AID,BCL2,ID
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,126
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,126
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,126
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,126
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,126
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,126
0,0,0,0,0,0,0,1,0,1,2,2,1,1,0,0,0,0,1,127
0,0,1,1,0,0,0,1,0,1,2,2,1,0,0,0,0,1,1,127
0,1,0,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,127
0,1,1,1,0,0,0,1,1,2,2,2,1,0,0,0,0,1,1,127
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,127
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,0,0,1,1,127
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,127
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,127
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,128
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,128
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,128
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,128
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,128
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,128
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,128
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,128
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,129
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,129
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,129
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,129
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,129
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,129
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,129
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,129
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,130
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,130
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,130
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,130
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,130
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,130
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,130
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,130
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,131
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,131
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,131
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,131
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,131
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,131
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,131
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,131
0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,1,132
0,0,1,1,0,0,0,1,0,1,2,2,0,0,0,1,0,0,1,132
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,132
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,132
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,132
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,132
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,132
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,132
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,133
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,133
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,133
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,133
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,133
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,133
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,133
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,133
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,134
0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,1,134
0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,1,134
0,1,1,1,0,0,0,0,1,2,2,2,0,0,0,1,0,0,1,134
1,0,0,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,134
1,0,1,1,1,0,1,1,0,1,2,2,1,0,0,1,0,0,1,134
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,134
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,134
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,135
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,135
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,135
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,135
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,135
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,135
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,135
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,135
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,136
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,136
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,136
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,136
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,136
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,136
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,136
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,136
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,137
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,137
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,137
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,137
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,137
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,137
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,137
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,137
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,138
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,138
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,138
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,138
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,138
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,138
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,138
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,138
0,0,0,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,139
0,0,1,1,0,0,0,1,1,2,2,2,1,0,0,0,0,1,1,139
0,1,0,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,139
0,1,1,1,0,0,0,1,1,2,2,2,1,0,0,0,0,1,1,139
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,139
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,139
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,139
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,139
0,0,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,140
0,0,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,140
0,1,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,140
0,1,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,140
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,140
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,140
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,140
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,140
0,0,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,141
0,0,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,141
0,1,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,141
0,1,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,141
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,141
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,141
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,141
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,141
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,142
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,142
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,0,142
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,0,142
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,142
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,142
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,142
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,142
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,143
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,143
0,1,0,0,0,0,0,1,1,2,2,2,0,0,1,0,0,0,1,143
0,1,1,1,0,0,0,1,1,2,2,2,0,0,1,0,0,1,1,143
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,143
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,143
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,143
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,144
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,0,144
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,0,144
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,144
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,144
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,144
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,145
0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,145
0,1,0,0,0,0,0,0,1,2,2,2,0,0,1,0,0,0,0,145
0,1,1,1,0,0,0,0,1,2,2,2,0,0,1,0,0,1,0,145
1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,145
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,145
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,145
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,145
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,146
0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,146
0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,146
0,1,1,1,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,146
1,0,0,0,1,0,1,1,0,1,0,2,1,1,0,0,0,0,0,146
1,0,1,1,1,0,1,1,0,1,0,2,1,0,0,1,0,0,0,146
1,1,0,0,1,0,1,1,1,2,0,2,1,1,0,0,0,0,0,146
1,1,1,1,1,0,1,1,1,2,0,2,1,0,0,1,0,0,0,146
0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,147
0,0,1,1,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,147
0,1,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,147
0,1,1,1,0,0,0,1,1,2,0,2,0,0,0,1,0,0,0,147
1,0,0,0,1,0,1,1,0,1,0,2,1,1,0,0,0,0,0,147
1,0,1,1,1,0,1,1,0,1,0,2,1,0,0,1,0,0,0,147
1,1,0,0,1,0,1,1,1,2,0,2,1,1,0,0,0,0,0,147
1,1,1,1,1,0,1,1,1,2,0,2,1,0,0,1,0,0,0,147
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,148
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,148
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,148
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,148
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,148
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,148
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,148
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,148
0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,149
0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,149
0,1,0,0,0,0,0,1,1,2,2,2,1,1,0,0,0,0,1,149
0,1,1,1,0,0,0,1,1,2,2,2,1,0,0,0,0,1,1,149
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,149
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,149
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,149
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,0,0,1,1,149
0,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,150
0,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,150
0,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,150
0,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,150
1,0,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,150
1,0,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,150
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,150
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,150
0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,151
0,0,1,1,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,151
0,1,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,151
0,1,1,1,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,151
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,151
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,151
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,151
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,151
0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,152
0,0,1,1,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,152
0,1,0,0,0,0,0,0,1,2,2,2,1,1,1,0,0,0,0,152
0,1,1,1,0,0,0,0,1,2,2,2,1,0,1,0,0,1,0,152
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,152
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,152
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,0,152
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,0,152
0,0,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,1,153
0,0,1,1,0,0,0,1,1,2,2,2,1,0,1,0,0,1,1,153
0,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,1,153
0,1,1,1,0,0,0,1,1,2,2,2,1,0,1,0,0,1,1,153
1,0,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,153
1,0,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,153
1,1,0,0,1,0,1,1,1,2,2,2,1,1,1,0,0,0,1,153
1,1,1,1,1,0,1,1,1,2,2,2,1,0,1,0,0,1,1,153
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,154
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,154
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,154
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,154
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,154
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,154
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,154
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,154
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,155
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,155
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,155
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,155
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,155
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,155
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,155
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,155
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,156
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,156
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,156
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,156
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,156
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,156
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,156
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,156
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,157
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,157
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,157
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,157
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,157
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,157
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,157
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,157
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,158
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,158
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,158
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,158
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,158
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,158
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,158
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,158
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,159
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,159
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,159
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,159
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,159
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,159
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,159
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,159
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,160
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,160
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,160
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,160
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,160
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,160
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,160
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,160
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,161
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,161
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,161
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,161
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,161
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,161
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,161
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,161
0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,162
0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,162
0,1,0,0,0,0,0,1,1,2,2,2,0,0,0,0,0,0,1,162
0,1,1,1,0,0,0,1,1,2,2,2,0,0,0,1,0,0,1,162
1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,162
1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,162
1,1,0,0,1,0,1,1,1,2,2,2,1,1,0,0,0,0,1,162
1,1,1,1,1,0,1,1,1,2,2,2,1,0,0,1,0,0,1,162
1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,163
1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,163
1,1,0,0,1,0,1,1,1,2,0,0,1,1,0,0,0,0,0,163
1,1,1,1,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,163
1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,164
1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,164
1,1,0,0,1,0,1,1,1,2,0,0,1,1,0,0,0,0,0,164
1,1,1,1,1,0,1,1,1,2,0,0,1,0,0,0,0,0,0,164
